[4 1 3 0 ],5,1,1,3120,632,124,26,6,
[4 1 3 0 ],5,1,3,5456,1048,220,42,10,
[4 1 3 0 ],5,1,5,8120,1632,324,66,14,
[4 1 3 0 ],5,3,1,2956,548,120,22,6,
[4 1 3 0 ],5,3,3,16696,3312,668,134,30,
[4 1 3 0 ],5,3,5,4644,960,186,42,
[4 1 3 0 ],5,5,1,7864,1520,316,62,16,
[4 1 3 0 ],5,5,3,4784,964,194,44,
[4 1 3 0 ],5,5,5,7740,1600,310,70,
[4 1 3 0 ],5,1,1,2956,548,120,22,6,
[4 1 3 0 ],5,1,3,5620,1132,224,46,10,
[4 1 3 0 ],5,1,5,7956,1548,320,62,14,
[4 1 3 0 ],5,3,1,2956,548,120,22,6,
[4 1 3 0 ],5,3,3,5620,1132,224,46,10,
[4 1 3 0 ],5,3,5,4396,872,178,38,
[4 1 3 0 ],5,5,1,9032,1728,364,70,18,
[4 1 3 0 ],5,5,3,4908,1008,198,46,
[4 1 3 0 ],5,5,5,6616,1356,266,60,
[2 0 ],3,[1 0 ],3,[1 0 ],3,[1 0 ],3,[1 0 ],3,